date,product,role,long_oi,short_oi,net_oi,long_trade,short_trade,net_trade
2025-03-20,小型臺指,投信,152,17,135,0,4,-4
2025-03-20,小型臺指,自營商,3670,11197,-7527,11298,10052,1246
2025-03-20,微型臺指,外資,53,12,41,46324,36360,9964
2025-03-20,微型臺指,投信,0,0,0,0,0,0
2025-03-20,微型臺指,自營商,3539,13683,-10144,20850,7558,13292
2025-03-20,臺股期貨,外資,17545,50707,-33162,51261,48468,2793
2025-03-20,臺股期貨,投信,36372,6707,29665,527,453,74
2025-03-20,臺股期貨,自營商,4034,5642,-1608,6462,8209,-1747
2025-03-21,小型臺指,外資,4232,4953,-721,96727,102549,-5822
2025-03-21,小型臺指,投信,156,17,139,4,0,4
2025-03-21,小型臺指,自營商,2924,12257,-9333,8281,9844,-1563
2025-03-21,微型臺指,外資,13,428,-415,42611,51522,-8911
2025-03-21,微型臺指,投信,0,0,0,0,0,0
2025-03-21,微型臺指,自營商,359,18955,-18596,7990,18057,-10067
2025-03-21,臺股期貨,外資,14590,50178,-35588,53584,55526,-1942
2025-03-21,臺股期貨,投信,36134,6815,29319,74,420,-346
2025-03-21,臺股期貨,自營商,4546,4940,-394,6934,5700,1234
2025-03-24,小型臺指,外資,2861,5506,-2645,89766,91254,-1488
2025-03-24,小型臺指,投信,156,17,139,0,0,0
2025-03-24,小型臺指,自營商,2171,11868,-9697,9687,10248,-561
2025-03-24,微型臺指,外資,42,973,-931,45748,46264,-516
2025-03-24,微型臺指,投信,0,0,0,0,0,0
2025-03-24,微型臺指,自營商,399,20159,-19760,11991,13810,-1819
2025-03-24,臺股期貨,外資,14104,50165,-36061,45621,46203,-582
2025-03-24,臺股期貨,投信,36083,6819,29264,0,55,-55
2025-03-24,臺股期貨,自營商,4534,4665,-131,6690,6345,345
2025-03-25,小型臺指,外資,3314,3197,117,83535,76037,7498
2025-03-25,小型臺指,投信,152,14,138,3,4,-1
2025-03-25,小型臺指,自營商,2758,11334,-8576,10688,9797,891
2025-03-25,微型臺指,外資,90,110,-20,41072,34141,6931
2025-03-25,微型臺指,投信,0,0,0,0,0,0
2025-03-25,微型臺指,自營商,1139,14341,-13202,17442,10634,6808
2025-03-25,臺股期貨,外資,15641,47521,-31880,45557,42861,2696
2025-03-25,臺股期貨,投信,36176,6752,29424,184,24,160
2025-03-25,臺股期貨,自營商,3718,5410,-1692,6963,8479,-1516
2025-03-26,小型臺指,外資,4280,3326,954,65389,64552,837
2025-03-26,小型臺指,投信,155,14,141,3,0,3
2025-03-26,小型臺指,自營商,1998,11494,-9496,8554,9938,-1384
2025-03-26,微型臺指,外資,1092,9,1083,31760,30657,1103
2025-03-26,微型臺指,投信,0,0,0,0,0,0
2025-03-26,微型臺指,自營商,688,15666,-14978,8638,10339,-1701
2025-03-26,臺股期貨,外資,15683,48699,-33016,36665,37801,-1136
2025-03-26,臺股期貨,投信,36059,6753,29306,16,134,-118
2025-03-26,臺股期貨,自營商,3382,4474,-1092,7126,6425,701
2025-03-27,小型臺指,外資,1695,5087,-3392,81439,93008,-11569
2025-03-27,小型臺指,投信,155,16,139,0,2,-2
2025-03-27,小型臺指,自營商,2951,13885,-10934,10455,11723,-1268
2025-03-27,微型臺指,外資,7,70,-63,36093,47344,-11251
2025-03-27,微型臺指,投信,0,0,0,0,0,0
2025-03-27,微型臺指,自營商,545,30737,-30192,7176,24040,-16864
2025-03-27,臺股期貨,外資,14125,50539,-36414,50458,51545,-1087
2025-03-27,臺股期貨,投信,36020,6956,29064,33,275,-242
2025-03-27,臺股期貨,自營商,4514,5473,-959,8175,8002,173
2025-03-28,小型臺指,外資,527,5880,-5353,111670,113615,-1945
2025-03-28,小型臺指,投信,155,17,138,0,1,-1
2025-03-28,小型臺指,自營商,3579,14580,-11001,13339,13390,-51
2025-03-28,微型臺指,外資,7,2460,-2453,49923,52313,-2390
2025-03-28,微型臺指,投信,0,0,0,0,0,0
2025-03-28,微型臺指,自營商,495,36496,-36001,14785,20674,-5889
2025-03-28,臺股期貨,外資,13875,50572,-36697,63800,64087,-287
2025-03-28,臺股期貨,投信,36354,7478,28876,457,645,-188
2025-03-28,臺股期貨,自營商,5161,5326,-165,10678,9884,794
2025-03-31,小型臺指,外資,1711,3723,-2012,150972,142569,8403
2025-03-31,小型臺指,投信,159,17,142,4,0,4
2025-03-31,小型臺指,自營商,3261,14384,-11123,19711,20276,-565
2025-03-31,微型臺指,外資,11,1048,-1037,73553,67567,5986
2025-03-31,微型臺指,投信,0,0,0,0,0,0
2025-03-31,微型臺指,自營商,280,35089,-34809,18170,16923,1247
2025-03-31,臺股期貨,外資,18157,47470,-29313,89257,83367,5890
2025-03-31,臺股期貨,投信,37126,7961,29165,791,502,289
2025-03-31,臺股期貨,自營商,4763,5738,-975,14637,15339,-702
2025-04-01,小型臺指,外資,2969,3002,-33,125094,123637,1457
2025-04-01,小型臺指,投信,159,15,144,2,0,2
2025-04-01,小型臺指,自營商,3853,10961,-7108,17608,13691,3917
2025-04-01,微型臺指,外資,335,51,284,64491,56300,8191
2025-04-01,微型臺指,投信,0,0,0,0,0,0
2025-04-01,微型臺指,自營商,3179,23224,-20045,22965,10251,12714
2025-04-01,臺股期貨,外資,17363,46748,-29385,76794,77079,-285
2025-04-01,臺股期貨,投信,37940,7734,30206,1056,15,1041
2025-04-01,臺股期貨,自營商,4499,5726,-1227,10622,10747,-125
2025-04-02,小型臺指,外資,3456,3051,405,119966,113734,6232
2025-04-02,小型臺指,投信,156,15,141,0,3,-3
2025-04-02,小型臺指,自營商,4603,9985,-5382,12448,10536,1912
2025-04-02,微型臺指,外資,10,4,6,61070,57278,3792
2025-04-02,微型臺指,投信,0,0,0,0,0,0
2025-04-02,微型臺指,自營商,4195,19993,-15798,13887,9995,3892
2025-04-02,臺股期貨,外資,19514,43799,-24285,69877,66429,3448
2025-04-02,臺股期貨,投信,37531,7731,29800,29,435,-406
2025-04-02,臺股期貨,自營商,4980,6571,-1591,9844,10230,-386
2025-04-07,小型臺指,外資,2047,5502,-3455,93727,98084,-4357
2025-04-07,小型臺指,投信,156,15,141,0,0,0
2025-04-07,小型臺指,自營商,4831,11554,-6723,9808,11143,-1335
2025-04-07,微型臺指,外資,10,4,6,49028,55363,-6335
2025-04-07,微型臺指,投信,0,0,0,0,0,0
2025-04-07,微型臺指,自營商,3473,17008,-13535,13461,10808,2653
2025-04-07,臺股期貨,外資,18576,43727,-25151,45852,46277,-425
2025-04-07,臺股期貨,投信,37531,7731,29800,0,0,0
2025-04-07,臺股期貨,自營商,4603,6455,-1852,3754,4036,-282
2025-04-08,小型臺指,外資,7400,8937,-1537,392465,391330,1135
2025-04-08,小型臺指,投信,156,15,141,0,0,0
2025-04-08,小型臺指,自營商,5348,12253,-6905,33548,33665,-117
2025-04-08,微型臺指,外資,30,13,17,192570,190684,1886
2025-04-08,微型臺指,投信,0,0,0,0,0,0
2025-04-08,微型臺指,自營商,2967,19538,-16571,29866,32807,-2941
2025-04-08,臺股期貨,外資,18277,48354,-30077,207161,211985,-4824
2025-04-08,臺股期貨,投信,38117,10461,27656,2677,4821,-2144
2025-04-08,臺股期貨,自營商,5590,4658,932,23510,20747,2763
2025-04-09,小型臺指,外資,9161,10684,-1523,368015,368029,-14
2025-04-09,小型臺指,投信,160,15,145,4,0,4
2025-04-09,小型臺指,自營商,4482,13528,-9046,33558,36579,-3021
2025-04-09,微型臺指,外資,14,401,-387,193177,194721,-1544
2025-04-09,微型臺指,投信,0,0,0,0,0,0
2025-04-09,微型臺指,自營商,3498,31596,-28098,26979,37826,-10847
2025-04-09,臺股期貨,外資,19331,47202,-27871,192271,190001,2270
2025-04-09,臺股期貨,投信,38173,10848,27325,818,1149,-331
2025-04-09,臺股期貨,自營商,6784,4426,2358,24998,23271,1727
2025-04-10,小型臺指,外資,13443,3981,9462,242565,225810,16755
2025-04-10,小型臺指,投信,160,15,145,0,0,0
2025-04-10,小型臺指,自營商,4493,11955,-7462,17883,16522,1361
2025-04-10,微型臺指,外資,141,2919,-2778,149021,147602,1419
2025-04-10,微型臺指,投信,0,0,0,0,0,0
2025-04-10,微型臺指,自營商,8601,12926,-4325,40253,15305,24948
2025-04-10,臺股期貨,外資,23058,45708,-22650,112967,109379,3588
2025-04-10,臺股期貨,投信,38153,10848,27305,0,20,-20
2025-04-10,臺股期貨,自營商,6539,5543,996,8439,9804,-1365
2025-04-11,小型臺指,外資,12794,4571,8223,369299,364582,4717
2025-04-11,小型臺指,投信,169,15,154,9,0,9
2025-04-11,小型臺指,自營商,4725,12420,-7695,26272,26722,-450
2025-04-11,微型臺指,外資,13,2891,-2878,208939,204539,4400
2025-04-11,微型臺指,投信,0,0,0,0,0,0
2025-04-11,微型臺指,自營商,8327,9247,-920,32245,27375,4870
2025-04-11,臺股期貨,外資,24440,47988,-23548,175483,178095,-2612
2025-04-11,臺股期貨,投信,40309,7678,32631,6911,1585,5326
2025-04-11,臺股期貨,自營商,5202,6679,-1477,17100,19592,-2492
2025-04-14,小型臺指,外資,11540,7407,4133,243968,247927,-3959
2025-04-14,小型臺指,投信,183,17,166,152,140,12
2025-04-14,小型臺指,自營商,2597,12529,-9932,20166,21879,-1713
2025-04-14,微型臺指,外資,8,3483,-3475,142852,146264,-3412
2025-04-14,微型臺指,投信,0,0,0,0,0,0
2025-04-14,微型臺指,自營商,5431,11701,-6270,22706,26836,-4130
2025-04-14,臺股期貨,外資,22815,46698,-23883,158101,158328,-227
2025-04-14,臺股期貨,投信,41504,8571,32933,21871,21569,302
2025-04-14,臺股期貨,自營商,6752,7715,-963,17810,17488,322
2025-04-15,小型臺指,外資,13458,3795,9663,133861,128216,5645
2025-04-15,小型臺指,投信,179,17,162,38,42,-4
2025-04-15,小型臺指,自營商,3290,11515,-8225,17693,15422,2271
2025-04-15,微型臺指,外資,8,3510,-3502,75003,71485,3518
2025-04-15,微型臺指,投信,0,0,0,0,0,0
2025-04-15,微型臺指,自營商,10699,2841,7858,27096,13148,13948
2025-04-15,臺股期貨,外資,27727,50125,-22398,97411,96132,1279
2025-04-15,臺股期貨,投信,42950,9271,33679,25194,24448,746
2025-04-15,臺股期貨,自營商,6706,8264,-1558,12944,13671,-727
2025-04-16,小型臺指,外資,2000,7176,-5176,107226,114582,-7356
2025-04-16,小型臺指,投信,179,17,162,4,4,0
2025-04-16,小型臺指,自營商,1790,5569,-3779,15761,18793,-3032
2025-04-16,微型臺指,外資,45,1891,-1846,52019,57115,-5096
2025-04-16,微型臺指,投信,0,0,0,0,0,0
2025-04-16,微型臺指,自營商,2239,13074,-10835,13870,30507,-16637
2025-04-16,臺股期貨,外資,16129,44854,-28725,67741,68713,-972
2025-04-16,臺股期貨,投信,44921,11518,33403,4517,4801,-284
2025-04-16,臺股期貨,自營商,4663,3492,1171,15112,13946,1166
2025-04-17,小型臺指,外資,3662,6361,-2699,148152,145557,2595
2025-04-17,小型臺指,投信,183,19,164,4,2,2
2025-04-17,小型臺指,自營商,2483,5937,-3454,10970,10596,374
2025-04-17,微型臺指,外資,21,1825,-1804,82883,84611,-1728
2025-04-17,微型臺指,投信,0,0,0,0,0,0
2025-04-17,微型臺指,自營商,3714,9181,-5467,20242,14879,5363
2025-04-17,臺股期貨,外資,15129,44999,-29870,79173,80259,-1086
2025-04-17,臺股期貨,投信,46079,11524,34555,1213,61,1152
2025-04-17,臺股期貨,自營商,4595,3586,1009,7740,7914,-174
2025-04-18,小型臺指,外資,2809,7861,-5052,110551,112783,-2232
2025-04-18,小型臺指,投信,179,19,160,0,4,-4
2025-04-18,小型臺指,自營商,2072,5120,-3048,8551,8165,386
2025-04-18,微型臺指,外資,51,1748,-1697,69037,70295,-1258
2025-04-18,微型臺指,投信,0,0,0,0,0,0
2025-04-18,微型臺指,自營商,3348,9834,-6486,14323,15342,-1019
2025-04-18,臺股期貨,外資,16261,45323,-29062,61305,60459,846
2025-04-18,臺股期貨,投信,46229,11673,34556,154,153,1
2025-04-18,臺股期貨,自營商,4484,3475,1009,5873,5868,5
2025-04-21,小型臺指,外資,3457,8953,-5496,58817,59307,-490
2025-04-21,小型臺指,投信,175,19,156,0,4,-4
2025-04-21,小型臺指,自營商,2096,4844,-2748,5547,5292,255
2025-04-21,微型臺指,外資,12,1815,-1803,27768,28784,-1016
2025-04-21,微型臺指,投信,0,0,0,0,0,0
2025-04-21,微型臺指,自營商,3064,15343,-12279,5849,11637,-5788
2025-04-21,臺股期貨,外資,18650,45220,-26570,33902,31353,2549
2025-04-21,臺股期貨,投信,45876,12010,33866,126,816,-690
2025-04-21,臺股期貨,自營商,4583,4009,574,4199,4623,-424
2025-04-22,小型臺指,外資,3589,7545,-3956,104830,107638,-2808
2025-04-22,小型臺指,投信,177,19,158,2,0,2
2025-04-22,小型臺指,自營商,2160,6510,-4350,7656,9081,-1425
2025-04-22,微型臺指,外資,13,1808,-1795,55323,56115,-792
2025-04-22,微型臺指,投信,0,0,0,0,0,0
2025-04-22,微型臺指,自營商,2160,19047,-16887,11880,15733,-3853
2025-04-22,臺股期貨,外資,20010,47141,-27131,58570,58004,566
2025-04-22,臺股期貨,投信,41910,11691,30219,684,4331,-3647
2025-04-22,臺股期貨,自營商,5090,3816,1274,7245,6627,618
2025-04-23,小型臺指,外資,8176,4796,3380,113643,106491,7152
2025-04-23,小型臺指,投信,177,19,158,0,0,0
2025-04-23,小型臺指,自營商,5280,4827,453,15193,10391,4802
2025-04-23,微型臺指,外資,134,1845,-1711,58240,55156,3084
2025-04-23,微型臺指,投信,0,0,0,0,0,0
2025-04-23,微型臺指,自營商,9213,2170,7043,34168,8953,25215
2025-04-23,臺股期貨,外資,21290,49035,-27745,66333,67051,-718
2025-04-23,臺股期貨,投信,43496,10380,33116,3004,107,2897
2025-04-23,臺股期貨,自營商,5169,4618,551,9013,9801,-788
2025-04-24,小型臺指,外資,6265,5993,272,120090,122992,-2902
2025-04-24,小型臺指,投信,173,19,154,4,8,-4
2025-04-24,小型臺指,自營商,5112,5271,-159,8037,8773,-736
2025-04-24,微型臺指,外資,28,1538,-1510,66292,68661,-2369
2025-04-24,微型臺指,投信,0,0,0,0,0,0
2025-04-24,微型臺指,自營商,3603,4961,-1358,10723,19124,-8401
2025-04-24,臺股期貨,外資,18921,46279,-27358,70216,69752,464
2025-04-24,臺股期貨,投信,43225,9952,33273,835,678,157
2025-04-24,臺股期貨,自營商,4998,4306,692,6502,6330,172
2025-04-25,小型臺指,外資,4396,4929,-533,117789,110171,7618
2025-04-25,小型臺指,投信,173,19,154,0,0,0
2025-04-25,小型臺指,自營商,5821,5660,161,9865,9490,375
2025-04-25,微型臺指,外資,109,1792,-1683,63983,61011,2972
2025-04-25,微型臺指,投信,0,0,0,0,0,0
2025-04-25,微型臺指,自營商,13168,1486,11682,20249,7124,13125
2025-04-25,臺股期貨,外資,20681,44379,-23698,64632,63235,1397
2025-04-25,臺股期貨,投信,42775,8631,34144,1807,936,871
2025-04-25,臺股期貨,自營商,4995,5129,-134,6007,6851,-844
2025-04-28,小型臺指,外資,3517,5279,-1762,102784,104013,-1229
2025-04-28,小型臺指,投信,173,18,155,1,0,1
2025-04-28,小型臺指,自營商,5384,6178,-794,5669,6601,-932
2025-04-28,微型臺指,外資,80,2050,-1970,58119,58406,-287
2025-04-28,微型臺指,投信,0,0,0,0,0,0
2025-04-28,微型臺指,自營商,10164,1553,8611,7666,10692,-3026
2025-04-28,臺股期貨,外資,19042,43812,-24770,51909,52981,-1072
2025-04-28,臺股期貨,投信,42526,8520,34006,488,626,-138
2025-04-28,臺股期貨,自營商,5153,4890,263,4946,4557,389
2025-04-29,小型臺指,外資,6127,7004,-877,87650,86765,885
2025-04-29,小型臺指,投信,173,18,155,0,0,0
2025-04-29,小型臺指,自營商,5342,6153,-811,7311,7325,-14
2025-04-29,微型臺指,外資,520,1630,-1110,46649,45789,860
2025-04-29,微型臺指,投信,0,0,0,0,0,0
2025-04-29,微型臺指,自營商,12271,1653,10618,13390,11378,2012
2025-04-29,臺股期貨,外資,19183,44549,-25366,49437,50033,-596
2025-04-29,臺股期貨,投信,42764,8328,34436,533,103,430
2025-04-29,臺股期貨,自營商,5481,4952,529,5831,5566,265
2025-04-30,小型臺指,外資,6491,4865,1626,83958,81310,2648
2025-04-30,小型臺指,投信,206,18,188,33,0,33
2025-04-30,小型臺指,自營商,5471,5158,313,9449,8284,1165
2025-04-30,微型臺指,外資,528,1539,-1011,43989,42895,1094
2025-04-30,微型臺指,投信,0,0,0,0,0,0
2025-04-30,微型臺指,自營商,11295,1504,9791,12484,12491,-7
2025-04-30,臺股期貨,外資,18881,41611,-22730,49837,47287,2550
2025-04-30,臺股期貨,投信,42969,8603,34366,237,307,-70
2025-04-30,臺股期貨,自營商,4941,5224,-283,6278,7142,-864
2025-05-02,小型臺指,外資,9770,3576,6194,115963,111889,4074
2025-05-02,小型臺指,投信,190,18,172,4,20,-16
2025-05-02,小型臺指,自營商,6957,5444,1513,11142,9942,1200
2025-05-02,微型臺指,外資,494,574,-80,67218,60817,6401
2025-05-02,微型臺指,投信,0,0,0,0,0,0
2025-05-02,微型臺指,自營商,20727,2045,18682,21992,13101,8891
2025-05-02,臺股期貨,外資,20118,43031,-22913,65387,65720,-333
2025-05-02,臺股期貨,投信,43453,8097,35356,1144,154,990
2025-05-02,臺股期貨,自營商,4977,6582,-1605,5643,6965,-1322
2025-05-05,小型臺指,外資,5257,9536,-4279,125071,135320,-10249
2025-05-05,小型臺指,投信,190,19,171,0,1,-1
2025-05-05,小型臺指,自營商,6215,6298,-83,12832,14193,-1361
2025-05-05,微型臺指,外資,602,517,85,69776,71671,-1895
2025-05-05,微型臺指,投信,0,0,0,0,0,0
2025-05-05,微型臺指,自營商,12933,14741,-1808,9840,31765,-21925
2025-05-05,臺股期貨,外資,17950,44109,-26159,74275,77474,-3199
2025-05-05,臺股期貨,投信,44767,8932,35835,1641,1162,479
2025-05-05,臺股期貨,自營商,5599,5938,-339,11156,9877,1279
2025-05-06,小型臺指,外資,6880,4482,2398,107805,108189,-384
2025-05-06,小型臺指,投信,175,21,154,0,17,-17
2025-05-06,小型臺指,自營商,4756,6540,-1784,10484,11841,-1357
2025-05-06,微型臺指,外資,988,167,821,57943,58122,-179
2025-05-06,微型臺指,投信,0,0,0,0,0,0
2025-05-06,微型臺指,自營商,14202,16251,-2049,12800,13901,-1101
2025-05-06,臺股期貨,外資,18527,49684,-31157,62315,65502,-3187
2025-05-06,臺股期貨,投信,45993,9604,36389,1386,832,554
2025-05-06,臺股期貨,自營商,6549,5607,942,8777,7539,1238
2025-05-07,小型臺指,外資,7847,5104,2743,118188,117843,345
2025-05-07,小型臺指,投信,174,21,153,0,1,-1
2025-05-07,小型臺指,自營商,5724,6348,-624,11473,10532,941
2025-05-07,微型臺指,外資,1713,21,1692,65495,64624,871
2025-05-07,微型臺指,投信,0,0,0,0,0,0
2025-05-07,微型臺指,自營商,12825,13504,-679,15842,13587,2255
2025-05-07,臺股期貨,外資,19556,50199,-30643,65157,64643,514
2025-05-07,臺股期貨,投信,47116,10703,36413,1201,1177,24
2025-05-07,臺股期貨,自營商,6160,5266,894,8532,8586,-54
2025-05-08,小型臺指,外資,9896,4211,5685,122218,119456,2762
2025-05-08,小型臺指,投信,174,21,153,0,0,0
2025-05-08,小型臺指,自營商,7720,6736,984,11930,10322,1608
2025-05-08,微型臺指,外資,986,0,986,66534,64700,1834
2025-05-08,微型臺指,投信,0,0,0,0,0,0
2025-05-08,微型臺指,自營商,18122,11713,6409,20761,13853,6908
2025-05-08,臺股期貨,外資,21531,51551,-30020,65519,64978,541
2025-05-08,臺股期貨,投信,48222,10529,37693,1309,29,1280
2025-05-08,臺股期貨,自營商,6370,6398,-28,6931,7844,-913
2025-05-09,小型臺指,外資,10239,4492,5747,106834,106893,-59
2025-05-09,小型臺指,投信,174,21,153,0,0,0
2025-05-09,小型臺指,自營商,9336,7368,1968,11881,10769,1112
2025-05-09,微型臺指,外資,1243,0,1243,61066,58844,2222
2025-05-09,微型臺指,投信,0,0,0,0,0,0
2025-05-09,微型臺指,自營商,21589,10193,11396,18187,14200,3987
2025-05-09,臺股期貨,外資,20668,53939,-33271,59249,62568,-3319
2025-05-09,臺股期貨,投信,49093,9921,39172,1489,10,1479
2025-05-09,臺股期貨,自營商,6757,7725,-968,6652,7574,-922
2025-05-12,小型臺指,外資,9131,7821,1310,80421,84772,-4351
2025-05-12,小型臺指,投信,161,20,141,1,13,-12
2025-05-12,小型臺指,自營商,9008,7760,1248,8569,9007,-438
2025-05-12,微型臺指,外資,1394,10,1384,43918,45667,-1749
2025-05-12,微型臺指,投信,0,0,0,0,0,0
2025-05-12,微型臺指,自營商,21432,12435,8997,10052,14421,-4369
2025-05-12,臺股期貨,外資,20937,57684,-36747,46068,49471,-3403
2025-05-12,臺股期貨,投信,50802,9953,40849,1996,319,1677
2025-05-12,臺股期貨,自營商,6867,7947,-1080,6119,6203,-84
2025-05-13,小型臺指,外資,8702,4909,3793,103128,100748,2380
2025-05-13,小型臺指,投信,146,17,129,3,15,-12
2025-05-13,小型臺指,自營商,9278,6749,2529,13510,12279,1231
2025-05-13,微型臺指,外資,1447,6,1441,59697,59305,392
2025-05-13,微型臺指,投信,0,0,0,0,0,0
2025-05-13,微型臺指,自營商,20981,10725,10256,14017,13088,929
2025-05-13,臺股期貨,外資,19749,56262,-36513,60508,60265,243
2025-05-13,臺股期貨,投信,51991,9748,42243,1444,50,1394
2025-05-13,臺股期貨,自營商,6164,9116,-2952,8121,9964,-1843
2025-05-14,小型臺指,外資,13436,4327,9109,87664,82370,5294
2025-05-14,小型臺指,投信,146,14,132,3,0,3
2025-05-14,小型臺指,自營商,9428,5968,3460,13798,13155,643
2025-05-14,微型臺指,外資,1821,0,1821,51781,46911,4870
2025-05-14,微型臺指,投信,0,0,0,0,0,0
2025-05-14,微型臺指,自營商,23130,5203,17927,17295,8699,8596
2025-05-14,臺股期貨,外資,20967,57250,-36283,52767,52756,11
2025-05-14,臺股期貨,投信,52736,9548,43188,1130,185,945
2025-05-14,臺股期貨,自營商,5423,9123,-3700,9889,10625,-736
2025-05-15,小型臺指,外資,11741,4246,7495,72353,73847,-1494
2025-05-15,小型臺指,投信,148,15,133,81,80,1
2025-05-15,小型臺指,自營商,9293,5656,3637,6561,6378,183
2025-05-15,微型臺指,外資,1942,0,1942,43931,45590,-1659
2025-05-15,微型臺指,投信,0,0,0,0,0,0
2025-05-15,微型臺指,自營商,21427,7124,14303,7155,11149,-3994
2025-05-15,臺股期貨,外資,20419,57627,-37208,44352,45218,-866
2025-05-15,臺股期貨,投信,52652,9596,43056,840,972,-132
2025-05-15,臺股期貨,自營商,4779,8106,-3327,5335,4945,390
2025-05-16,小型臺指,外資,10465,3128,7337,70601,71011,-410
2025-05-16,小型臺指,投信,148,18,130,15,18,-3
2025-05-16,小型臺指,自營商,10448,6410,4038,7166,6680,486
2025-05-16,微型臺指,外資,1755,0,1755,39764,38511,1253
2025-05-16,微型臺指,投信,0,0,0,0,0,0
2025-05-16,微型臺指,自營商,22946,6936,16010,9238,7856,1382
2025-05-16,臺股期貨,外資,20970,58177,-37207,50540,50548,-8
2025-05-16,臺股期貨,投信,52834,9784,43050,4724,4730,-6
2025-05-16,臺股期貨,自營商,4644,7808,-3164,6446,6288,158
2025-05-19,小型臺指,外資,8456,6780,1676,78520,83845,-5325
2025-05-19,小型臺指,投信,148,19,129,0,1,-1
2025-05-19,小型臺指,自營商,9184,6390,2794,9703,10781,-1078
2025-05-19,微型臺指,外資,1990,150,1840,40140,43415,-3275
2025-05-19,微型臺指,投信,0,0,0,0,0,0
2025-05-19,微型臺指,自營商,21244,18189,3055,6460,20865,-14405
2025-05-19,臺股期貨,外資,23408,61121,-37713,87647,88069,-422
2025-05-19,臺股期貨,投信,52569,10110,42459,30006,30597,-591
2025-05-19,臺股期貨,自營商,4797,7617,-2820,10776,10401,375
2025-05-20,小型臺指,外資,6906,4997,1909,77684,77555,129
2025-05-20,小型臺指,投信,152,19,133,69,65,4
2025-05-20,小型臺指,自營商,8244,5976,2268,9291,9869,-578
2025-05-20,微型臺指,外資,2340,132,2208,41791,40503,1288
2025-05-20,微型臺指,投信,0,0,0,0,0,0
2025-05-20,微型臺指,自營商,20745,17758,2987,11336,12104,-768
2025-05-20,臺股期貨,外資,31993,69837,-37844,79159,79310,-151
2025-05-20,臺股期貨,投信,53323,10115,43208,26936,26187,749
2025-05-20,臺股期貨,自營商,4254,7068,-2814,10032,9978,54
2025-05-21,小型臺指,外資,7344,466,6878,71251,65923,5328
2025-05-21,小型臺指,投信,154,18,136,7,4,3
2025-05-21,小型臺指,自營商,2348,4994,-2646,11493,10647,846
2025-05-21,微型臺指,外資,1605,16,1589,33545,28963,4582
2025-05-21,微型臺指,投信,0,0,0,0,0,0
2025-05-21,微型臺指,自營商,9961,955,9006,18763,9318,9445
2025-05-21,臺股期貨,外資,21562,60408,-38846,50667,48364,2303
2025-05-21,臺股期貨,投信,55130,11031,44099,2385,1507,878
2025-05-21,臺股期貨,自營商,2812,4283,-1471,10978,12411,-1433
2025-05-22,小型臺指,外資,4905,5392,-487,75711,82591,-6880
2025-05-22,小型臺指,投信,158,18,140,4,0,4
2025-05-22,小型臺指,自營商,2678,5780,-3102,5475,5832,-357
2025-05-22,微型臺指,外資,1693,13,1680,41611,46825,-5214
2025-05-22,微型臺指,投信,0,0,0,0,0,0
2025-05-22,微型臺指,自營商,6818,4592,2226,5827,13482,-7655
2025-05-22,臺股期貨,外資,22266,62922,-40656,44974,46640,-1666
2025-05-22,臺股期貨,投信,54661,11539,43122,419,1396,-977
2025-05-22,臺股期貨,自營商,3741,4706,-965,5885,5360,525
2025-05-23,小型臺指,外資,4281,3908,373,82416,81765,651
2025-05-23,小型臺指,投信,158,20,138,0,2,-2
2025-05-23,小型臺指,自營商,2798,6350,-3552,5337,5827,-490
2025-05-23,微型臺指,外資,1748,70,1678,47292,45209,2083
2025-05-23,微型臺指,投信,0,0,0,0,0,0
2025-05-23,微型臺指,自營商,8034,5900,2134,10218,10310,-92
2025-05-23,臺股期貨,外資,21597,61714,-40117,44531,44044,487
2025-05-23,臺股期貨,投信,53893,11666,42227,68,963,-895
2025-05-23,臺股期貨,自營商,4111,4769,-658,5671,5354,317
2025-05-26,小型臺指,外資,4352,5857,-1505,114127,116156,-2029
2025-05-26,小型臺指,投信,158,22,136,0,2,-2
2025-05-26,小型臺指,自營商,2950,6890,-3940,9612,9497,115
2025-05-26,微型臺指,外資,2819,5,2814,68788,67417,1371
2025-05-26,微型臺指,投信,0,0,0,0,0,0
2025-05-26,微型臺指,自營商,4962,8226,-3264,11446,16839,-5393
2025-05-26,臺股期貨,外資,22250,64007,-41757,62662,64276,-1614
2025-05-26,臺股期貨,投信,54270,12461,41809,972,1390,-418
2025-05-26,臺股期貨,自營商,5784,4202,1582,8644,6530,2114
2025-05-27,小型臺指,外資,4463,8353,-3890,59318,61586,-2268
2025-05-27,小型臺指,投信,158,23,135,0,1,-1
2025-05-27,小型臺指,自營商,2746,7673,-4927,6268,7109,-841
2025-05-27,微型臺指,外資,2762,109,2653,24386,28492,-4106
2025-05-27,微型臺指,投信,0,0,0,0,0,0
2025-05-27,微型臺指,自營商,4811,14437,-9626,6162,12554,-6392
2025-05-27,臺股期貨,外資,22307,65814,-43507,35381,36963,-1582
2025-05-27,臺股期貨,投信,54182,13288,40894,442,1357,-915
2025-05-27,臺股期貨,自營商,7182,4329,2853,6882,5646,1236
2025-05-28,小型臺指,外資,5135,3956,1179,86726,86148,578
2025-05-28,小型臺指,投信,156,22,134,3,4,-1
2025-05-28,小型臺指,自營商,2332,8341,-6009,9806,10837,-1031
2025-05-28,微型臺指,外資,2716,65,2651,43906,41753,2153
